CAMPAÑA FINAL;MES;BASE;Altas;Ingresos
Atento  Segundo Anillo;1/08/2025;Tecnología;75; $ 19.551.344 
Atento Clientes Criticos;1/08/2025;Tecnología;4; $ 970.438 
Atento Proactivo;1/08/2025;Tecnología;44; $ 11.419.295 
Atento Swat Bogotá;1/08/2025;Tecnología;58; $ 15.115.827 
Atento Traslados Pereira;1/08/2025;Tecnología;107; $ 27.756.399 
BRM Filtro;1/08/2025;Tecnología;58; $ 15.161.931 
BRM Masivo Medellín;1/08/2025;Tecnología;47; $ 12.225.838 
BRM Whatsapp;1/08/2025;Tecnología;39; $ 10.160.188 
COS Fidelización Bogotá;1/08/2025;Tecnología;3; $ 845.232 
COS Masivo Bogotá;1/08/2025;Tecnología;29; $ 7.456.879 
COS Segundo Anillo;1/08/2025;Tecnología;5; $ 1.174.148 
IBR Latam SAC;1/08/2025;Tecnología;1; $ 233.743 
Latcom;1/08/2025;Tecnología;1; $ 180.844 
Millenium Masivo;1/08/2025;Tecnología;16; $ 4.126.716 
Millenium Web Center;1/08/2025;Tecnología;5; $ 1.427.242 
Nexa Masivo;1/08/2025;Tecnología;16; $ 4.027.811 
ABAI Masivo;1/08/2025;Terminales;51; $ 61.324.491 
ABAI Proactivo;1/08/2025;Terminales;9; $ 10.504.385 
ABAI Segundo Anillo;1/08/2025;Terminales;4; $ 4.418.710 
Almacontact Swat;1/08/2025;Terminales;1; $ 1.059.010 
AQI  Segundo Anillo;1/08/2025;Terminales;1; $ 1.146.273 
AQI Masivo Barranquilla;1/08/2025;Terminales;61; $ 72.979.793 
AQI Whatsapp;1/08/2025;Terminales;31; $ 36.844.415 
Atento  Segundo Anillo;1/08/2025;Terminales;0; $ 218.019 
Atento Clientes Criticos;1/08/2025;Terminales;1; $ 874.176 
Atento Proactivo;1/08/2025;Terminales;1; $ 968.846 
Atento Swat Bogotá;1/08/2025;Terminales;1; $ 933.734 
Atento Traslados Pereira;1/08/2025;Terminales;0; $ 359.710 
BRM Filtro;1/08/2025;Terminales;117; $ 140.075.158 
BRM Masivo Medellín;1/08/2025;Terminales;61; $ 72.983.742 
BRM Whatsapp;1/08/2025;Terminales;59; $ 70.331.567 
COS Fidelización Bogotá;1/08/2025;Terminales;4; $ 4.544.572 
COS Masivo Bogotá;1/08/2025;Terminales;185; $ 221.550.530 
COS Segundo Anillo;1/08/2025;Terminales;18; $ 21.446.966 
IBR Latam SAC;1/08/2025;Terminales;0; $ -   
Latcom;1/08/2025;Terminales;1; $ 1.503.273 
Millenium Masivo;1/08/2025;Terminales;39; $ 47.175.807 
Millenium Web Center;1/08/2025;Terminales;7; $ 7.829.365 
Nexa Masivo;1/08/2025;Terminales;30; $ 36.183.802 
ABAI Masivo;1/08/2025;UG Fijo;35; $ 560.000 
ABAI Proactivo;1/08/2025;UG Fijo;14; $ 224.000 
ABAI Segundo Anillo;1/08/2025;UG Fijo;64; $ 1.024.000 
Almacontact Swat;1/08/2025;UG Fijo;62; $ 992.000 
AQI  Segundo Anillo;1/08/2025;UG Fijo;38; $ 608.000 
AQI Masivo Barranquilla;1/08/2025;UG Fijo;37; $ 592.000 
AQI Whatsapp;1/08/2025;UG Fijo;64; $ 1.024.000 
Atento  Segundo Anillo;1/08/2025;UG Fijo;251; $ 4.016.000 
Atento Clientes Criticos;1/08/2025;UG Fijo;56; $ 896.000 
Atento Proactivo;1/08/2025;UG Fijo;986; $ 15.776.000 
Atento Swat Bogotá;1/08/2025;UG Fijo;1300; $ 20.800.000 
Atento Traslados Pereira;1/08/2025;UG Fijo;417; $ 6.672.000 
BRM Filtro;1/08/2025;UG Fijo;100; $ 1.600.000 
BRM Masivo Medellín;1/08/2025;UG Fijo;36; $ 576.000 
BRM Whatsapp;1/08/2025;UG Fijo;38; $ 608.000 
COS Fidelización Bogotá;1/08/2025;UG Fijo;55; $ 880.000 
COS Masivo Bogotá;1/08/2025;UG Fijo;88; $ 1.408.000 
COS Segundo Anillo;1/08/2025;UG Fijo;311; $ 4.976.000 
IBR Latam SAC;1/08/2025;UG Fijo;187; $ 2.992.000 
Latcom;1/08/2025;UG Fijo;0; $ -   
Millenium Masivo;1/08/2025;UG Fijo;94; $ 1.504.000 
Millenium Web Center;1/08/2025;UG Fijo;66; $ 1.056.000 
Nexa Masivo;1/08/2025;UG Fijo;24; $ 384.000 
ABAI Masivo;1/08/2025;UG Móvil;163; $ 1.666.287 
ABAI Proactivo;1/08/2025;UG Móvil;718; $ 7.334.620 
ABAI Segundo Anillo;1/08/2025;UG Móvil;35; $ 356.568 
Almacontact Swat;1/08/2025;UG Móvil;27; $ 272.999 
AQI  Segundo Anillo;1/08/2025;UG Móvil;96; $ 983.585 
AQI Masivo Barranquilla;1/08/2025;UG Móvil;189; $ 1.925.164 
AQI Whatsapp;1/08/2025;UG Móvil;232; $ 2.365.720 
Atento  Segundo Anillo;1/08/2025;UG Móvil;97; $ 989.162 
Atento Proactivo;1/08/2025;UG Móvil;1469; $ 15.000.000 
Atento Swat Bogotá;1/08/2025;UG Móvil;14; $ 140.894 
Atento Traslados Pereira;1/08/2025;UG Móvil;1; $ 5.374 
BRM Filtro;1/08/2025;UG Móvil;615; $ 6.283.975 
BRM Masivo Medellín;1/08/2025;UG Móvil;303; $ 3.099.019 
BRM Whatsapp;1/08/2025;UG Móvil;172; $ 1.752.924 
COS Fidelización Bogotá;1/08/2025;UG Móvil;783; $ 8.000.000 
COS Masivo Bogotá;1/08/2025;UG Móvil;220; $ 2.242.145 
COS Segundo Anillo;1/08/2025;UG Móvil;103; $ 1.056.678 
IBR Latam SAC;1/08/2025;UG Móvil;0; $ -   
Millenium Masivo;1/08/2025;UG Móvil;48; $ 490.659 
Millenium Web Center;1/08/2025;UG Móvil;1; $ 8.214 
Nexa Masivo;1/08/2025;UG Móvil;100; $ 1.026.012 
ABAI Masivo;1/08/2025;Ultra WiFi;1663; $ 274.159.463 
ABAI Proactivo;1/08/2025;Ultra WiFi;260; $ 42.790.664 
ABAI Segundo Anillo;1/08/2025;Ultra WiFi;406; $ 66.893.166 
Almacontact Swat;1/08/2025;Ultra WiFi;117; $ 19.222.986 
AQI  Segundo Anillo;1/08/2025;Ultra WiFi;107; $ 17.574.830 
AQI Masivo Barranquilla;1/08/2025;Ultra WiFi;629; $ 103.702.713 
AQI Whatsapp;1/08/2025;Ultra WiFi;600; $ 98.972.521 
Atento  Segundo Anillo;1/08/2025;Ultra WiFi;2228; $ 367.299.333 
Atento Clientes Criticos;1/08/2025;Ultra WiFi;111; $ 18.231.041 
Atento Proactivo;1/08/2025;Ultra WiFi;1301; $ 214.527.416 
Atento Swat Bogotá;1/08/2025;Ultra WiFi;1722; $ 283.971.931 
Atento Traslados Pereira;1/08/2025;Ultra WiFi;3163; $ 521.442.749 
BRM Filtro;1/08/2025;Ultra WiFi;1728; $ 284.838.069 
BRM Masivo Medellín;1/08/2025;Ultra WiFi;1393; $ 229.679.453 
BRM Whatsapp;1/08/2025;Ultra WiFi;1158; $ 190.873.339 
COS Fidelización Bogotá;1/08/2025;Ultra WiFi;96; $ 15.878.871 
COS Masivo Bogotá;1/08/2025;Ultra WiFi;850; $ 140.087.900 
COS Segundo Anillo;1/08/2025;Ultra WiFi;134; $ 22.058.016 
IBR Latam SAC;1/08/2025;Ultra WiFi;27; $ 4.391.194 
Latcom;1/08/2025;Ultra WiFi;21; $ 3.397.407 
Millenium Masivo;1/08/2025;Ultra WiFi;470; $ 77.526.137 
Millenium Web Center;1/08/2025;Ultra WiFi;163; $ 26.812.742 
Nexa Masivo;1/08/2025;Ultra WiFi;459; $ 75.668.061 
ABAI Masivo;1/09/2025;Adicionales;881; $ 15.349.663 
ABAI Proactivo;1/09/2025;Adicionales;1053; $ 18.346.419 
ABAI Segundo Anillo;1/09/2025;Adicionales;1030; $ 17.945.690 
Almacontact Swat;1/09/2025;Adicionales;1020; $ 17.771.460 
AQI  Segundo Anillo;1/09/2025;Adicionales;944; $ 16.447.312 
AQI Masivo Barranquilla;1/09/2025;Adicionales;934; $ 16.273.082 
AQI Whatsapp;1/09/2025;Adicionales;969; $ 16.882.887 
Atento  Segundo Anillo;1/09/2025;Adicionales;3941; $ 68.664.043 
Atento Clientes Criticos;1/09/2025;Adicionales;849; $ 14.792.127 
Atento Proactivo;1/09/2025;Adicionales;13221; $ 230.349.483 
Atento Swat Bogotá;1/09/2025;Adicionales;13049; $ 227.352.727 
Atento Traslados Pereira;1/09/2025;Adicionales;1097; $ 19.113.031 
BRM Filtro;1/09/2025;Adicionales;1654; $ 28.817.642 
BRM Masivo Medellín;1/09/2025;Adicionales;984; $ 17.144.232 
BRM Whatsapp;1/09/2025;Adicionales;818; $ 14.252.014 
COS Fidelización Bogotá;1/09/2025;Adicionales;4012; $ 69.901.076 
COS Masivo Bogotá;1/09/2025;Adicionales;2806; $ 48.888.938 
COS Segundo Anillo;1/09/2025;Adicionales;6356; $ 110.740.588 
IBR Latam SAC;1/09/2025;Adicionales;1516; $ 26.413.268 
Latcom;1/09/2025;Adicionales;6; $ 104.538 
Millenium Masivo;1/09/2025;Adicionales;1831; $ 31.901.513 
Millenium Web Center;1/09/2025;Adicionales;1236; $ 21.534.828 
Nexa Masivo;1/09/2025;Adicionales;282; $ 4.913.286 
ABAI Masivo;1/09/2025;Convergencia Móvil;14;
ABAI Proactivo;1/09/2025;Convergencia Móvil;0;
ABAI Segundo Anillo;1/09/2025;Convergencia Móvil;1;
Almacontact Swat;1/09/2025;Convergencia Móvil;3;
AQI  Segundo Anillo;1/09/2025;Convergencia Móvil;2;
AQI Masivo Barranquilla;1/09/2025;Convergencia Móvil;30;
AQI Whatsapp;1/09/2025;Convergencia Móvil;19;
Atento  Segundo Anillo;1/09/2025;Convergencia Móvil;0;
Atento Proactivo;1/09/2025;Convergencia Móvil;0;
Atento Swat Bogotá;1/09/2025;Convergencia Móvil;1;
Atento Traslados Pereira;1/09/2025;Convergencia Móvil;0;
BRM Filtro;1/09/2025;Convergencia Móvil;11;
BRM Masivo Medellín;1/09/2025;Convergencia Móvil;21;
BRM Whatsapp;1/09/2025;Convergencia Móvil;12;
COS Fidelización Bogotá;1/09/2025;Convergencia Móvil;0;
COS Masivo Bogotá;1/09/2025;Convergencia Móvil;15;
COS Segundo Anillo;1/09/2025;Convergencia Móvil;3;
Millenium Masivo;1/09/2025;Convergencia Móvil;10;
Millenium Web Center;1/09/2025;Convergencia Móvil;2;
Nexa Masivo;1/09/2025;Convergencia Móvil;3;
ABAI Masivo;1/09/2025;Internet;37; $ 1.204.703 
ABAI Proactivo;1/09/2025;Internet;5; $ 352.596 
ABAI Segundo Anillo;1/09/2025;Internet;12; $ 1.028.405 
Almacontact Swat;1/09/2025;Internet;36; $ 1.410.384 
AQI  Segundo Anillo;1/09/2025;Internet;25; $ 1.998.044 
AQI Masivo Barranquilla;1/09/2025;Internet;203; $ 4.172.386 
AQI Whatsapp;1/09/2025;Internet;78; $ 2.291.874 
Atento  Segundo Anillo;1/09/2025;Internet;41; $ 4.495.599 
Atento Clientes Criticos;1/09/2025;Internet;6; $ 587.660 
Atento Proactivo;1/09/2025;Internet;45; $ 5.670.919 
Atento Swat Bogotá;1/09/2025;Internet;139; $ 12.899.137 
Atento Traslados Pereira;1/09/2025;Internet;26; $ 5.200.791 
BRM Filtro;1/09/2025;Internet;55; $ 2.174.342 
BRM Masivo Medellín;1/09/2025;Internet;232; $ 4.113.620 
BRM Whatsapp;1/09/2025;Internet;106; $ 1.645.448 
COS Fidelización Bogotá;1/09/2025;Internet;0; $ 411.362 
COS Masivo Bogotá;1/09/2025;Internet;72; $ 2.409.406 
COS Segundo Anillo;1/09/2025;Internet;36; $ 5.935.366 
IBR Latam SAC;1/09/2025;Internet;39; $ 1.704.214 
Latcom;1/09/2025;Internet;0; $ -   
Millenium Masivo;1/09/2025;Internet;36; $ 1.880.512 
Millenium Web Center;1/09/2025;Internet;22; $ 999.022 
Nexa Masivo;1/09/2025;Internet;23; $ 646.426 
ABAI Masivo;1/09/2025;Línea Nueva;3; $ 100.560 
ABAI Proactivo;1/09/2025;Línea Nueva;0; $ -   
ABAI Segundo Anillo;1/09/2025;Línea Nueva;3; $ 100.560 
Almacontact Swat;1/09/2025;Línea Nueva;1; $ 33.520 
AQI  Segundo Anillo;1/09/2025;Línea Nueva;1; $ 33.520 
AQI Masivo Barranquilla;1/09/2025;Línea Nueva;7; $ 234.640 
AQI Whatsapp;1/09/2025;Línea Nueva;4; $ 134.080 
Atento  Segundo Anillo;1/09/2025;Línea Nueva;0; $ -   
Atento Proactivo;1/09/2025;Línea Nueva;0; $ -   
Atento Swat Bogotá;1/09/2025;Línea Nueva;0; $ -   
Atento Traslados Pereira;1/09/2025;Línea Nueva;0; $ -   
BRM Filtro;1/09/2025;Línea Nueva;3; $ 100.560 
BRM Masivo Medellín;1/09/2025;Línea Nueva;4; $ 134.080 
BRM Whatsapp;1/09/2025;Línea Nueva;3; $ 100.560 
COS Fidelización Bogotá;1/09/2025;Línea Nueva;0; $ -   
COS Masivo Bogotá;1/09/2025;Línea Nueva;3; $ 100.560 
COS Segundo Anillo;1/09/2025;Línea Nueva;1; $ 33.520 
Millenium Masivo;1/09/2025;Línea Nueva;1; $ 33.520 
Millenium Web Center;1/09/2025;Línea Nueva;1; $ 33.520 
Nexa Masivo;1/09/2025;Línea Nueva;1; $ 33.520 
ABAI Masivo;1/09/2025;Migraciones;76; $ 2.547.520 
ABAI Proactivo;1/09/2025;Migraciones;0; $ -   
ABAI Segundo Anillo;1/09/2025;Migraciones;4; $ 134.080 
Almacontact Swat;1/09/2025;Migraciones;16; $ 536.320 
AQI  Segundo Anillo;1/09/2025;Migraciones;14; $ 469.280 
AQI Masivo Barranquilla;1/09/2025;Migraciones;161; $ 5.396.720 
AQI Whatsapp;1/09/2025;Migraciones;104; $ 3.486.080 
Atento  Segundo Anillo;1/09/2025;Migraciones;2; $ 67.040 
Atento Proactivo;1/09/2025;Migraciones;0; $ -   
Atento Swat Bogotá;1/09/2025;Migraciones;7; $ 234.640 
Atento Traslados Pereira;1/09/2025;Migraciones;1; $ 33.520 
BRM Filtro;1/09/2025;Migraciones;61; $ 2.044.720 
BRM Masivo Medellín;1/09/2025;Migraciones;110; $ 3.687.200 
BRM Whatsapp;1/09/2025;Migraciones;68; $ 2.279.360 
COS Fidelización Bogotá;1/09/2025;Migraciones;0; $ -   
COS Masivo Bogotá;1/09/2025;Migraciones;76; $ 2.547.520 
COS Segundo Anillo;1/09/2025;Migraciones;16; $ 536.320 
Millenium Masivo;1/09/2025;Migraciones;58; $ 1.944.160 
Millenium Web Center;1/09/2025;Migraciones;15; $ 502.800 
Nexa Masivo;1/09/2025;Migraciones;18; $ 603.360 
ABAI Masivo;1/09/2025;Portabilidad Pospago;84; $ 2.815.680 
ABAI Proactivo;1/09/2025;Portabilidad Pospago;0; $ -   
ABAI Segundo Anillo;1/09/2025;Portabilidad Pospago;10; $ 335.200 
Almacontact Swat;1/09/2025;Portabilidad Pospago;20; $ 670.400 
AQI  Segundo Anillo;1/09/2025;Portabilidad Pospago;14; $ 469.280 
AQI Masivo Barranquilla;1/09/2025;Portabilidad Pospago;181; $ 6.067.120 
AQI Whatsapp;1/09/2025;Portabilidad Pospago;121; $ 4.055.920 
Atento  Segundo Anillo;1/09/2025;Portabilidad Pospago;2; $ 67.040 
Atento Proactivo;1/09/2025;Portabilidad Pospago;0; $ -   
Atento Swat Bogotá;1/09/2025;Portabilidad Pospago;8; $ 268.160 
Atento Traslados Pereira;1/09/2025;Portabilidad Pospago;1; $ 33.520 
BRM Filtro;1/09/2025;Portabilidad Pospago;69; $ 2.312.880 
BRM Masivo Medellín;1/09/2025;Portabilidad Pospago;125; $ 4.190.000 
BRM Whatsapp;1/09/2025;Portabilidad Pospago;77; $ 2.581.040 
COS Fidelización Bogotá;1/09/2025;Portabilidad Pospago;0; $ -   
COS Masivo Bogotá;1/09/2025;Portabilidad Pospago;83; $ 2.782.160 
COS Segundo Anillo;1/09/2025;Portabilidad Pospago;18; $ 603.360 
Millenium Masivo;1/09/2025;Portabilidad Pospago;62; $ 2.078.240 
Millenium Web Center;1/09/2025;Portabilidad Pospago;14; $ 469.280 
Nexa Masivo;1/09/2025;Portabilidad Pospago;21; $ 703.920 
ABAI Masivo;1/09/2025;Servicios Fijo;41; $ 1.204.703 
ABAI Proactivo;1/09/2025;Servicios Fijo;12; $ 352.596 
ABAI Segundo Anillo;1/09/2025;Servicios Fijo;35; $ 1.028.405 
Almacontact Swat;1/09/2025;Servicios Fijo;48; $ 1.410.384 
AQI  Segundo Anillo;1/09/2025;Servicios Fijo;68; $ 1.998.044 
AQI Masivo Barranquilla;1/09/2025;Servicios Fijo;142; $ 4.172.386 
AQI Whatsapp;1/09/2025;Servicios Fijo;78; $ 2.291.874 
Atento  Segundo Anillo;1/09/2025;Servicios Fijo;153; $ 4.495.599 
Atento Clientes Criticos;1/09/2025;Servicios Fijo;20; $ 587.660 
Atento Proactivo;1/09/2025;Servicios Fijo;193; $ 5.670.919 
Atento Swat Bogotá;1/09/2025;Servicios Fijo;439; $ 12.899.137 
Atento Traslados Pereira;1/09/2025;Servicios Fijo;177; $ 5.200.791 
BRM Filtro;1/09/2025;Servicios Fijo;74; $ 2.174.342 
BRM Masivo Medellín;1/09/2025;Servicios Fijo;140; $ 4.113.620 
BRM Whatsapp;1/09/2025;Servicios Fijo;56; $ 1.645.448 
COS Fidelización Bogotá;1/09/2025;Servicios Fijo;14; $ 411.362 
COS Masivo Bogotá;1/09/2025;Servicios Fijo;82; $ 2.409.406 
COS Segundo Anillo;1/09/2025;Servicios Fijo;202; $ 5.935.366 
IBR Latam SAC;1/09/2025;Servicios Fijo;58; $ 1.704.214 
Latcom;1/09/2025;Servicios Fijo;0; $ -   
Millenium Masivo;1/09/2025;Servicios Fijo;64; $ 1.880.512 
Millenium Web Center;1/09/2025;Servicios Fijo;34; $ 999.022 
Nexa Masivo;1/09/2025;Servicios Fijo;22; $ 646.426 
ABAI Masivo;1/09/2025;Tecnología;53; $ 13.700.065 
ABAI Proactivo;1/09/2025;Tecnología;12; $ 3.115.986 
ABAI Segundo Anillo;1/09/2025;Tecnología;12; $ 3.213.119 
Almacontact Swat;1/09/2025;Tecnología;15; $ 3.973.323 
AQI  Segundo Anillo;1/09/2025;Tecnología;4; $ 1.113.865 
AQI Masivo Barranquilla;1/09/2025;Tecnología;21; $ 5.427.878 
AQI Whatsapp;1/09/2025;Tecnología;27; $ 7.029.968 
Atento  Segundo Anillo;1/09/2025;Tecnología;65; $ 16.822.581 
Atento Clientes Criticos;1/09/2025;Tecnología;6; $ 1.677.838 
Atento Proactivo;1/09/2025;Tecnología;64; $ 16.592.556 
Atento Swat Bogotá;1/09/2025;Tecnología;169; $ 43.879.890 
Atento Traslados Pereira;1/09/2025;Tecnología;100; $ 25.998.797 
BRM Filtro;1/09/2025;Tecnología;61; $ 15.855.917 
BRM Masivo Medellín;1/09/2025;Tecnología;37; $ 9.499.654 
BRM Whatsapp;1/09/2025;Tecnología;46; $ 12.056.223 
COS Fidelización Bogotá;1/09/2025;Tecnología;2; $ 584.416 
COS Masivo Bogotá;1/09/2025;Tecnología;34; $ 8.803.032 
COS Segundo Anillo;1/09/2025;Tecnología;7; $ 1.696.434 
IBR Latam SAC;1/09/2025;Tecnología;1; $ 201.987 
Latcom;1/09/2025;Tecnología;1; $ 239.691 
Millenium Masivo;1/09/2025;Tecnología;17; $ 4.437.190 
Millenium Web Center;1/09/2025;Tecnología;8; $ 2.205.770 
Nexa Masivo;1/09/2025;Tecnología;13; $ 3.316.113 
ABAI Masivo;1/09/2025;Terminales;57; $ 68.274.739 
ABAI Proactivo;1/09/2025;Terminales;16; $ 18.951.378 
ABAI Segundo Anillo;1/09/2025;Terminales;5; $ 5.730.500 
Almacontact Swat;1/09/2025;Terminales;4; $ 4.215.416 
AQI  Segundo Anillo;1/09/2025;Terminales;0; $ -   
AQI Masivo Barranquilla;1/09/2025;Terminales;68; $ 81.462.308 
AQI Whatsapp;1/09/2025;Terminales;35; $ 42.364.984 
Atento  Segundo Anillo;1/09/2025;Terminales;0; $ 338.486 
Atento Clientes Criticos;1/09/2025;Terminales;0; $ -   
Atento Proactivo;1/09/2025;Terminales;0; $ -   
Atento Swat Bogotá;1/09/2025;Terminales;4; $ 4.586.320 
Atento Traslados Pereira;1/09/2025;Terminales;1; $ 1.115.874 
BRM Filtro;1/09/2025;Terminales;106; $ 126.583.490 
BRM Masivo Medellín;1/09/2025;Terminales;92; $ 110.280.058 
BRM Whatsapp;1/09/2025;Terminales;102; $ 122.031.974 
COS Fidelización Bogotá;1/09/2025;Terminales;10; $ 11.844.611 
COS Masivo Bogotá;1/09/2025;Terminales;185; $ 221.100.578 
COS Segundo Anillo;1/09/2025;Terminales;32; $ 37.681.703 
IBR Latam SAC;1/09/2025;Terminales;0; $ -   
Latcom;1/09/2025;Terminales;0; $ -   
Millenium Masivo;1/09/2025;Terminales;57; $ 67.769.125 
Millenium Web Center;1/09/2025;Terminales;8; $ 9.321.042 
Nexa Masivo;1/09/2025;Terminales;36; $ 42.695.467 
ABAI Masivo;1/09/2025;UG Fijo;35; $ 560.000 
ABAI Proactivo;1/09/2025;UG Fijo;14; $ 224.000 
ABAI Segundo Anillo;1/09/2025;UG Fijo;64; $ 1.024.000 
Almacontact Swat;1/09/2025;UG Fijo;62; $ 992.000 
AQI  Segundo Anillo;1/09/2025;UG Fijo;38; $ 608.000 
AQI Masivo Barranquilla;1/09/2025;UG Fijo;37; $ 592.000 
AQI Whatsapp;1/09/2025;UG Fijo;64; $ 1.024.000 
Atento  Segundo Anillo;1/09/2025;UG Fijo;251; $ 4.016.000 
Atento Clientes Criticos;1/09/2025;UG Fijo;56; $ 896.000 
Atento Proactivo;1/09/2025;UG Fijo;986; $ 15.776.000 
Atento Swat Bogotá;1/09/2025;UG Fijo;1487; $ 23.792.000 
Atento Traslados Pereira;1/09/2025;UG Fijo;417; $ 6.672.000 
BRM Filtro;1/09/2025;UG Fijo;100; $ 1.600.000 
BRM Masivo Medellín;1/09/2025;UG Fijo;36; $ 576.000 
BRM Whatsapp;1/09/2025;UG Fijo;38; $ 608.000 
COS Fidelización Bogotá;1/09/2025;UG Fijo;55; $ 880.000 
COS Masivo Bogotá;1/09/2025;UG Fijo;88; $ 1.408.000 
COS Segundo Anillo;1/09/2025;UG Fijo;311; $ 4.976.000 
IBR Latam SAC;1/09/2025;UG Fijo;0; $ -   
Latcom;1/09/2025;UG Fijo;0; $ -   
Millenium Masivo;1/09/2025;UG Fijo;94; $ 1.504.000 
Millenium Web Center;1/09/2025;UG Fijo;66; $ 1.056.000 
Nexa Masivo;1/09/2025;UG Fijo;24; $ 384.000 
ABAI Masivo;1/09/2025;UG Móvil;163; $ 1.666.287 
ABAI Proactivo;1/09/2025;UG Móvil;718; $ 7.334.620 
ABAI Segundo Anillo;1/09/2025;UG Móvil;35; $ 356.568 
Almacontact Swat;1/09/2025;UG Móvil;27; $ 272.999 
AQI  Segundo Anillo;1/09/2025;UG Móvil;96; $ 983.585 
AQI Masivo Barranquilla;1/09/2025;UG Móvil;189; $ 1.925.164 
AQI Whatsapp;1/09/2025;UG Móvil;232; $ 2.365.720 
Atento  Segundo Anillo;1/09/2025;UG Móvil;97; $ 989.162 
Atento Proactivo;1/09/2025;UG Móvil;1469; $ 15.000.000 
Atento Swat Bogotá;1/09/2025;UG Móvil;14; $ 140.894 
Atento Traslados Pereira;1/09/2025;UG Móvil;1; $ 5.374 
BRM Filtro;1/09/2025;UG Móvil;615; $ 6.283.975 
BRM Masivo Medellín;1/09/2025;UG Móvil;303; $ 3.099.019 
BRM Whatsapp;1/09/2025;UG Móvil;172; $ 1.752.924 
COS Fidelización Bogotá;1/09/2025;UG Móvil;783; $ 8.000.000 
COS Masivo Bogotá;1/09/2025;UG Móvil;220; $ 2.242.145 
COS Segundo Anillo;1/09/2025;UG Móvil;103; $ 1.056.678 
Millenium Masivo;1/09/2025;UG Móvil;48; $ 490.659 
Millenium Web Center;1/09/2025;UG Móvil;1; $ 8.214 
Nexa Masivo;1/09/2025;UG Móvil;100; $ 1.026.012 
ABAI Masivo;1/09/2025;Ultra WiFi;1279; $ 210.830.608 
ABAI Proactivo;1/09/2025;Ultra WiFi;291; $ 47.951.973 
ABAI Segundo Anillo;1/09/2025;Ultra WiFi;300; $ 49.446.766 
Almacontact Swat;1/09/2025;Ultra WiFi;371; $ 61.145.553 
AQI  Segundo Anillo;1/09/2025;Ultra WiFi;104; $ 17.141.301 
AQI Masivo Barranquilla;1/09/2025;Ultra WiFi;507; $ 83.529.732 
AQI Whatsapp;1/09/2025;Ultra WiFi;656; $ 108.184.341 
Atento  Segundo Anillo;1/09/2025;Ultra WiFi;1570; $ 258.883.075 
Atento Clientes Criticos;1/09/2025;Ultra WiFi;157; $ 25.820.293 
Atento Proactivo;1/09/2025;Ultra WiFi;1549; $ 255.343.214 
Atento Swat Bogotá;1/09/2025;Ultra WiFi;4096; $ 675.268.617 
Atento Traslados Pereira;1/09/2025;Ultra WiFi;2427; $ 400.096.079 
BRM Filtro;1/09/2025;Ultra WiFi;1480; $ 244.007.068 
BRM Masivo Medellín;1/09/2025;Ultra WiFi;887; $ 146.190.397 
BRM Whatsapp;1/09/2025;Ultra WiFi;1125; $ 185.533.488 
COS Fidelización Bogotá;1/09/2025;Ultra WiFi;55; $ 8.993.585 
COS Masivo Bogotá;1/09/2025;Ultra WiFi;822; $ 135.470.056 
COS Segundo Anillo;1/09/2025;Ultra WiFi;158; $ 26.106.463 
IBR Latam SAC;1/09/2025;Ultra WiFi;19; $ 3.108.382 
Latcom;1/09/2025;Ultra WiFi;22; $ 3.688.613 
Millenium Masivo;1/09/2025;Ultra WiFi;414; $ 68.284.015 
Millenium Web Center;1/09/2025;Ultra WiFi;206; $ 33.944.641 
Nexa Masivo;1/09/2025;Ultra WiFi;310; $ 51.031.741 
